t,gyro_z,RF_rpm,RF_cur,FL_rpm,FL_cur,RR_rpm,RR_cur,RL_rpm,RL_cur
0.7518,0.623,-83,11.9375,109,10.2734375,-73,14.0703125,50,14.984375
0.7589,0.623,-86,11.8828125,109,10.2734375,-73,14.0703125,52,15.3203125
0.7668,0.623,-86,11.8828125,106,10.6328125,-87,12.34375,52,15.3203125
0.7677,0.6708,-86,11.8828125,106,10.6328125,-87,12.34375,52,15.3203125
0.7719,0.6708,-87,12.3359375,106,10.6328125,-98,11.75,52,16.15625
0.7748,0.7182,-87,12.3359375,106,10.6328125,-98,11.75,52,16.15625
0.7836,0.7049,-87,12.3359375,106,10.6328125,-98,11.75,52,16.15625
0.7885,0.7049,-87,12.3359375,105,10.0703125,-98,11.75,52,16.15625
0.7909,0.6685,-87,12.3359375,105,10.0703125,-98,11.75,52,16.15625
0.7996,0.6685,-86,11.890625,105,10.0703125,-91,12.7734375,60,14.0625
0.8037,0.6541,-86,11.890625,105,10.0703125,-91,12.7734375,60,14.0625
0.808,0.6541,-86,11.890625,112,9.890625,-91,12.7734375,60,14.0625
0.8162,0.6541,-99,11.0078125,112,9.890625,-91,12.7734375,52,16.25
0.8188,0.6549,-99,11.0078125,112,9.890625,-91,12.7734375,52,16.25
0.8239,0.6549,-99,11.0078125,112,9.90625,-77,14.5,52,16.25
0.8299,0.6526,-99,11.0078125,112,9.90625,-77,14.5,52,16.25
0.8336,0.6403,-99,11.0078125,112,9.90625,-77,14.5,52,16.25
0.8398,0.6403,-101,11.3984375,112,9.90625,-77,14.5,59,15.0390625
0.8436,0.6403,-101,11.3984375,110,10.6484375,-68,15.1484375,59,15.0390625
0.8498,0.6379,-101,11.3984375,110,10.6484375,-68,15.1484375,59,15.0390625
0.8527,0.6379,-100,11.9140625,110,10.6484375,-68,15.1484375,54,16.546875
0.8564,0.6693,-100,11.9140625,110,10.6484375,-68,15.1484375,54,16.546875
0.8674,0.6693,-100,11.9140625,115,9.0,-4,19.46875,54,16.546875
0.8689,0.6911,-100,11.9140625,115,9.0,-4,19.46875,54,16.546875
0.8724,0.6911,-98,11.21875,115,9.0,-4,19.46875,53,15.7265625
0.8793,0.7003,-98,11.21875,115,9.0,-4,19.46875,53,15.7265625
0.8848,0.7003,-98,11.21875,120,8.8203125,-8,18.671875,53,15.7265625
0.8907,0.7582,-98,11.21875,120,8.8203125,-8,18.671875,53,15.7265625
0.8939,0.7582,-98,10.671875,120,8.8203125,-8,18.671875,61,15.3125
0.8972,0.7316,-98,10.671875,120,8.8203125,-8,18.671875,61,15.3125
0.9038,0.7316,-98,10.671875,125,9.1796875,-20,17.09375,61,15.3125
0.909,0.6381,-98,10.671875,125,9.1796875,-20,17.09375,61,15.3125
0.9144,0.6381,-95,13.53125,125,9.1796875,-20,17.09375,62,15.671875
0.9164,0.6231,-95,13.53125,125,9.1796875,-20,17.09375,62,15.671875
0.9249,0.6231,-95,13.53125,115,10.984375,-31,18.09375,62,15.671875
0.9279,0.6304,-95,13.53125,115,10.984375,-31,18.09375,62,15.671875
0.9328,0.6304,-99,11.765625,115,10.984375,-31,18.09375,35,18.796875
0.9383,0.6826,-99,11.765625,115,10.984375,-31,18.09375,35,18.796875
0.9426,0.7021,-99,11.765625,115,10.984375,-31,18.09375,35,18.796875
0.9491,0.7021,-99,11.765625,113,9.703125,-36,17.609375,35,18.796875
0.9532,0.7021,-107,10.671875,113,9.703125,-36,17.609375,54,15.265625
0.9584,0.6855,-107,10.671875,113,9.703125,-36,17.609375,54,15.265625
0.9637,0.6495,-107,10.671875,113,9.703125,-36,17.609375,54,15.265625
0.9678,0.6495,-107,10.671875,113,9.703125,6,21.359375,54,15.265625
0.9741,0.6495,-107,10.671875,115,10.4375,6,21.359375,46,17.546875
0.9756,0.6608,-107,10.671875,115,10.4375,6,21.359375,46,17.546875
0.985,0.6608,-105,11.90625,110,10.6171875,-7,19.40625,46,17.546875
0.9872,0.6695,-105,11.90625,110,10.6171875,-7,19.40625,46,17.546875
0.9957,0.6695,-105,11.90625,110,10.6171875,-7,19.40625,52,16.59375
0.9997,0.6885,-105,11.90625,110,10.6171875,-7,19.40625,52,16.59375
1.005,0.6691,-105,11.90625,110,10.6171875,-7,19.40625,52,16.59375
1.0085,0.6691,-102,11.9765625,124,8.9140625,-13,19.671875,52,16.59375
1.0143,0.6691,-99,12.125,124,8.9140625,-13,19.671875,53,17.0
1.0177,0.6458,-99,12.125,124,8.9140625,-13,19.671875,53,17.0
1.0233,0.6258,-99,12.125,124,8.9140625,-13,19.671875,53,17.0
1.0284,0.6258,-99,12.125,124,8.9140625,-3,20.71875,53,17.0
1.0361,0.6785,-99,12.125,124,8.9140625,-3,20.71875,53,17.0
1.046,0.6785,-94,13.1640625,121,10.65625,-16,19.25,36,18.8125
1.0474,0.6696,-94,13.1640625,121,10.65625,-16,19.25,36,18.8125
1.0549,0.6696,-94,13.1640625,122,9.96875,-16,19.25,36,18.8125
1.0564,0.6765,-94,13.1640625,122,9.96875,-16,19.25,36,18.8125
1.0633,0.6765,-94,13.1640625,122,9.96875,-16,19.25,44,17.109375
1.0676,0.7189,-94,13.1640625,122,9.96875,-16,19.25,44,17.109375
1.0732,0.7189,-95,12.140625,122,9.96875,-16,19.921875,44,17.109375
1.0767,0.7189,-107,11.3203125,136,8.2734375,-16,19.921875,44,17.8125
1.0791,0.7199,-107,11.3203125,136,8.2734375,-16,19.921875,44,17.8125
1.0855,0.7199,-107,11.3203125,136,8.2734375,-16,19.921875,44,17.8125
1.0911,0.7199,-107,11.3203125,136,8.2734375,-26,18.234375,44,17.8125
1.0925,0.6822,-107,11.3203125,136,8.2734375,-26,18.234375,44,17.8125
1.1004,0.6822,-107,11.3203125,136,8.6328125,-26,18.234375,29,18.640625
1.1025,0.7208,-107,11.3203125,136,8.6328125,-26,18.234375,29,18.640625
1.1075,0.7293,-107,11.3203125,136,8.6328125,-26,18.234375,29,18.640625
1.1121,0.7293,-96,13.5234375,136,8.6328125,-4,21.15625,29,18.640625
1.1164,0.7608,-96,13.5234375,136,8.6328125,-4,21.15625,29,18.640625
1.1234,0.7608,-96,13.5234375,134,9.0390625,-4,21.15625,48,16.40625
1.1284,0.7444,-96,13.5234375,134,9.0390625,-4,21.15625,48,16.40625
1.1319,0.7444,-102,11.390625,134,9.0390625,-7,19.46875,48,16.40625
1.1382,0.7225,-102,11.390625,134,9.0390625,-7,19.46875,48,16.40625
1.1442,0.7225,-102,11.390625,133,8.3828125,-7,19.46875,45,16.96875
1.1519,0.7225,-93,12.3671875,133,8.3828125,-16,20.40625,45,16.96875
1.154,0.7344,-93,12.3671875,133,8.3828125,-16,20.40625,45,16.96875
1.1566,0.7643,-93,12.3671875,133,8.3828125,-16,20.40625,45,16.96875
1.1666,0.7643,-103,10.6640625,133,9.1875,-16,20.40625,57,16.109375
1.1715,0.7643,-103,10.6640625,133,9.1875,-21,18.78125,57,16.109375
1.1747,0.745,-103,10.6640625,133,9.1875,-21,18.78125,57,16.109375
1.178,0.7313,-103,10.6640625,133,9.1875,-21,18.78125,57,16.109375
1.1844,0.7313,-103,10.6640625,134,8.796875,-21,18.78125,54,17.515625
1.1891,0.7186,-103,10.6640625,134,8.796875,-21,18.78125,54,17.515625
1.1983,0.7186,-98,12.578125,134,8.796875,-30,19.0625,54,17.515625
1.2004,0.7186,-98,12.578125,128,9.53125,-30,19.0625,63,16.40625
1.2035,0.7262,-98,12.578125,128,9.53125,-30,19.0625,63,16.40625
1.2088,0.7599,-98,12.578125,128,9.53125,-30,19.0625,63,16.40625
1.2169,0.7599,-97,12.296875,128,9.53125,-43,18.015625,63,16.40625
1.2228,0.7293,-97,12.296875,128,9.53125,-43,18.015625,63,16.40625
1.2257,0.7293,-97,12.296875,127,9.921875,-43,18.015625,65,16.21875
1.2324,0.7293,-102,11.734375,127,9.921875,-37,18.890625,65,16.21875
1.2361,0.73,-102,11.734375,127,9.921875,-37,18.890625,65,16.21875
1.2426,0.7722,-102,11.734375,127,9.921875,-37,18.890625,65,16.21875
1.2499,0.7318,-102,11.734375,127,9.921875,-37,18.890625,65,16.21875
1.2567,0.7318,-104,12.03125,121,10.1328125,-39,18.359375,63,17.21875
1.2598,0.7576,-104,12.03125,121,10.1328125,-39,18.359375,63,17.21875
1.2649,0.7576,-98,12.875,116,10.328125,-52,17.5625,81,14.7890625
1.2712,0.7967,-98,12.875,116,10.328125,-52,17.5625,81,14.7890625
1.2733,0.7252,-98,12.875,116,10.328125,-52,17.5625,81,14.7890625
1.2791,0.7252,-98,12.875,115,10.390625,-52,17.5625,75,15.5859375
1.2836,0.7252,-96,12.765625,115,10.390625,-65,16.578125,75,15.5859375
1.2863,0.76,-96,12.765625,115,10.390625,-65,16.578125,75,15.5859375
1.2882,0.7748,-96,12.765625,115,10.390625,-65,16.578125,75,15.5859375
1.2985,0.7748,-96,12.765625,115,10.3984375,-65,16.578125,83,15.71875
1.3039,0.7711,-96,12.765625,115,10.3984375,-65,16.578125,83,15.71875
1.3136,0.8055,-96,12.765625,115,10.3984375,-65,16.578125,83,15.71875
1.3176,0.8055,-105,12.046875,115,10.3984375,-68,16.125,83,15.71875
1.3194,0.7718,-105,12.046875,115,10.3984375,-68,16.125,83,15.71875
1.3201,0.7718,-105,12.046875,110,10.546875,-68,16.125,95,14.3046875
1.3271,0.7718,-106,11.8828125,110,10.546875,-69,16.59375,95,14.3046875
1.3329,0.7271,-106,11.8828125,110,10.546875,-69,16.59375,95,14.3046875
1.3411,0.7271,-106,11.8828125,109,10.5703125,-69,16.59375,84,15.921875
1.3451,0.7741,-106,11.8828125,109,10.5703125,-69,16.59375,84,15.921875
1.346,0.7741,-106,12.515625,109,10.5703125,-69,16.59375,84,15.921875
1.3491,0.7924,-106,12.515625,109,10.5703125,-69,16.59375,84,15.921875
1.3595,0.7924,-106,12.515625,109,11.6015625,-72,17.515625,84,15.921875
1.3652,0.7665,-106,12.515625,109,11.6015625,-72,17.515625,84,15.921875
1.3677,0.7665,-110,10.8046875,109,11.6015625,-72,17.515625,82,16.140625
1.3753,0.8016,-110,10.8046875,109,11.6015625,-72,17.515625,82,16.140625
1.3808,0.8016,-110,10.8046875,121,9.546875,-80,15.375,82,16.140625
1.3868,0.7914,-110,10.8046875,121,9.546875,-80,15.375,82,16.140625
1.3915,0.7914,-106,12.3515625,121,9.546875,-80,15.375,86,15.1015625
1.395,0.7739,-106,12.3515625,121,9.546875,-80,15.375,86,15.1015625
1.3996,0.7739,-106,12.3515625,120,9.6796875,-82,16.40625,75,16.5
1.4058,0.7613,-106,12.3515625,120,9.6796875,-82,16.40625,75,16.5
1.4094,0.7613,-127,10.71875,120,9.6796875,-82,16.40625,75,16.5
1.4109,0.8035,-127,10.71875,120,9.6796875,-82,16.40625,75,16.5
1.4182,0.8035,-127,10.71875,121,10.2890625,-79,16.703125,75,16.5
1.4288,0.7811,-127,10.71875,121,10.2890625,-79,16.703125,75,16.5
1.4308,0.7811,-127,10.71875,121,10.2890625,-79,16.703125,72,16.640625
1.4358,0.784,-127,10.71875,121,10.2890625,-79,16.703125,72,16.640625
1.4377,0.784,-111,12.0546875,132,8.96875,-85,15.6640625,72,16.640625
1.4433,0.784,-109,12.21875,132,8.96875,-85,15.6640625,84,15.28125
1.4441,0.8044,-109,12.21875,132,8.96875,-85,15.6640625,84,15.28125
1.4492,0.7873,-109,12.21875,132,8.96875,-85,15.6640625,84,15.28125
1.458,0.7873,-109,12.21875,131,8.7890625,-79,16.6875,73,16.46875
1.4636,0.7873,-108,12.515625,131,8.7890625,-79,16.6875,73,16.46875
1.4677,0.7641,-108,12.515625,131,8.7890625,-79,16.6875,73,16.46875
1.4774,0.8453,-108,12.515625,131,8.7890625,-79,16.6875,73,16.46875
1.4778,0.8453,-108,12.515625,130,9.53125,-78,17.046875,73,16.46875
1.4836,0.8353,-108,12.515625,130,9.53125,-78,17.046875,73,16.46875
1.4896,0.8353,-105,11.421875,130,9.53125,-78,17.046875,95,14.3828125
1.495,0.7899,-105,11.421875,130,9.53125,-78,17.046875,95,14.3828125
1.4976,0.7899,-105,11.421875,133,9.0703125,-77,16.15625,95,14.3828125
1.5009,0.8263,-105,11.421875,133,9.0703125,-77,16.15625,95,14.3828125
1.5071,0.8263,-105,11.421875,133,9.0703125,-77,16.15625,87,15.703125
1.512,0.8185,-105,11.421875,133,9.0703125,-77,16.15625,87,15.703125
1.5177,0.8185,-107,12.25,130,9.5859375,-75,17.234375,87,15.703125
1.5227,0.784,-107,12.25,130,9.5859375,-75,17.234375,87,15.703125
1.5232,0.784,-105,13.15625,130,9.5859375,-75,17.234375,84,16.0
1.5297,0.8344,-105,13.15625,130,9.5859375,-75,17.234375,84,16.0
1.5372,0.8344,-105,13.15625,130,9.5859375,-83,16.078125,84,16.0
1.545,0.8019,-105,13.15625,130,9.5859375,-83,16.078125,84,16.0
1.546,0.8019,-105,13.15625,127,10.0390625,-83,16.078125,79,16.625
1.5506,0.8069,-105,13.15625,127,10.0390625,-83,16.078125,79,16.625
1.5578,0.8069,-102,12.6328125,127,10.0390625,-89,16.171875,79,16.625
1.5656,0.8297,-102,12.6328125,127,10.0390625,-89,16.171875,79,16.625
1.5699,0.7843,-102,12.6328125,127,10.0390625,-89,16.171875,79,16.625
1.5703,0.7843,-102,12.6328125,126,10.2265625,-89,16.171875,84,16.734375
1.576,0.7843,-107,11.921875,126,10.2265625,-88,16.203125,84,16.734375
1.5798,0.8637,-107,11.921875,126,10.2265625,-88,16.203125,84,16.734375
1.5849,0.8637,-107,11.921875,126,9.7578125,-88,16.203125,105,13.7265625
1.5873,0.8637,-107,11.921875,126,9.7578125,-88,16.203125,105,13.7265625
1.5939,0.8637,-103,13.1796875,126,9.7578125,-89,16.265625,105,13.7265625
1.5954,0.8643,-103,13.1796875,126,9.7578125,-89,16.265625,105,13.7265625
1.6022,0.7888,-103,13.1796875,126,9.7578125,-89,16.265625,105,13.7265625
1.6056,0.7888,-103,13.1796875,128,9.1953125,-89,16.265625,106,13.984375
1.613,0.7888,-100,12.9140625,128,9.1953125,-88,16.390625,106,13.984375
1.6147,0.7925,-100,12.9140625,128,9.1953125,-88,16.390625,106,13.984375
1.6246,0.7925,-100,12.9140625,125,10.59375,-88,16.390625,60,19.359375
1.6263,0.7922,-100,12.9140625,125,10.59375,-88,16.390625,60,19.359375
1.6299,0.8377,-100,12.9140625,125,10.59375,-88,16.390625,60,19.359375
1.6377,0.8377,-109,12.328125,125,10.59375,-94,16.09375,60,19.359375
1.6442,0.8377,-109,12.328125,125,10.21875,-94,16.09375,74,16.796875
1.6464,0.8822,-109,12.328125,125,10.21875,-94,16.09375,74,16.796875
1.6527,0.8547,-109,12.328125,125,10.21875,-94,16.09375,74,16.796875
1.6569,0.8547,-117,10.7734375,125,10.21875,-96,15.1328125,74,16.796875
