t,gyro_z,RF_rpm,RF_cur,FL_rpm,FL_cur,RR_rpm,RR_cur,RL_rpm,RL_cur
1.5887,0.1628,1,11.890625,107,13.5078125,20,10.9765625,87,15.0625
1.5933,0.1627,1,11.890625,107,13.5078125,20,10.9765625,87,15.0625
1.5941,0.1627,1,11.890625,107,13.5078125,20,10.9765625,87,15.0625
1.5992,0.1627,10,11.84375,105,13.328125,20,10.9765625,87,15.0625
1.6024,0.1931,10,11.84375,105,13.328125,20,10.9765625,87,15.0625
1.6053,0.1931,10,11.84375,105,13.328125,20,10.9765625,87,15.0625
1.6094,0.1931,10,11.84375,105,13.328125,41,16.28125,88,15.34375
1.6114,0.2269,10,11.84375,105,13.328125,41,16.28125,88,15.34375
1.6151,0.2269,10,11.84375,105,13.328125,41,16.28125,88,15.34375
1.6203,0.2269,18,13.140625,109,10.359375,41,16.28125,88,15.34375
1.6232,0.2293,18,13.140625,109,10.359375,41,16.28125,88,15.34375
1.6297,0.2293,18,13.140625,109,10.359375,24,13.703125,90,12.8359375
1.6334,0.196,18,13.140625,109,10.359375,24,13.703125,90,12.8359375
1.6355,0.196,18,13.140625,109,10.359375,24,13.703125,90,12.8359375
1.6398,0.196,2,11.3203125,107,11.6796875,24,13.703125,90,12.8359375
1.6423,0.1508,2,11.3203125,107,11.6796875,24,13.703125,90,12.8359375
1.6486,0.1508,2,11.3203125,107,11.6796875,48,15.640625,88,14.2734375
1.6546,0.1998,2,11.3203125,107,11.6796875,48,15.640625,88,14.2734375
1.6552,0.1998,2,11.3203125,107,11.6796875,48,15.640625,88,14.2734375
1.6602,0.1998,16,12.9765625,112,12.4609375,48,15.640625,88,14.2734375
1.6626,0.2462,16,12.9765625,112,12.4609375,48,15.640625,88,14.2734375
1.6682,0.2462,16,12.9765625,112,12.4609375,29,14.203125,93,13.3359375
1.6716,0.2202,16,12.9765625,112,12.4609375,29,14.203125,93,13.3359375
1.6751,0.2202,16,12.9765625,112,12.4609375,29,14.203125,93,13.3359375
1.6811,0.2202,21,14.15625,112,12.4609375,29,14.203125,93,13.3359375
1.6837,0.1552,21,14.15625,112,12.4609375,29,14.203125,93,13.3359375
1.6892,0.1552,21,14.15625,105,10.5,17,13.0234375,88,14.1328125
1.692,0.1375,21,14.15625,105,10.5,17,13.0234375,88,14.1328125
1.694,0.1375,21,14.15625,105,10.5,17,13.0234375,88,14.1328125
1.6996,0.1375,31,13.671875,105,10.5,17,13.0234375,88,14.1328125
1.7036,0.1985,31,13.671875,105,10.5,17,13.0234375,88,14.1328125
1.7061,0.1985,31,13.671875,105,10.5,17,13.0234375,88,14.1328125
1.7114,0.1985,2,10.7421875,103,14.484375,40,14.953125,89,15.84375
1.7146,0.1784,2,10.7421875,103,14.484375,40,14.953125,89,15.84375
1.7216,0.1784,2,10.7421875,105,11.765625,24,13.09375,89,13.09375
1.7227,0.1824,2,10.7421875,105,11.765625,24,13.09375,89,13.09375
1.7251,0.1824,2,10.7421875,105,11.765625,24,13.09375,89,13.09375
1.7339,0.1824,15,12.6875,103,13.0546875,24,13.09375,89,13.09375
1.7355,0.2029,15,12.6875,103,13.0546875,24,13.09375,89,13.09375
1.742,0.2029,15,12.6875,103,13.0546875,31,14.2265625,89,14.6953125
1.7445,0.1976,15,12.6875,103,13.0546875,31,14.2265625,89,14.6953125
1.7476,0.1976,15,12.6875,103,13.0546875,31,14.2265625,89,14.6953125
1.7539,0.1976,17,12.6484375,103,13.0546875,31,14.2265625,89,14.6953125
1.7562,0.2143,17,12.6484375,103,13.0546875,31,14.2265625,89,14.6953125
1.7614,0.2143,17,12.6484375,104,12.5234375,31,14.2265625,88,15.421875
1.7642,0.1856,17,12.6484375,104,12.5234375,31,14.2265625,88,15.421875
1.767,0.1856,17,12.6484375,104,12.5234375,31,14.2265625,88,15.421875
1.7727,0.1856,28,14.2109375,104,12.5234375,34,14.0390625,88,15.421875
1.7767,0.2335,28,14.2109375,104,12.5234375,34,14.0390625,88,15.421875
